mouse,day,gc_cluster_id,gc_shank,sc_x,sc_x_bin,cov_shank,shank_dist,pR2,accuracy,precision,recall,n_trials,n_ngs_cells,pR2_ta,pR2_nta,accuracy_ta,precision_ta,recall_ta,accuracy_nta,precision_nta,recall_nta,pR2_pos,pR2_pos_ta,pR2_pos_nta,f1
20,14,412,3,3655.888527868073,3600–3800,0,3,-0.001415251627132641,0.7321428571428571,0.3684210526315789,0.28,224,2,-0.006400018521789619,-0.004075401936446621,0.28,1.0,0.28,0.8620689655172413,0.0,0.0,0.003801419732317346,-0.002360766950279647,0.0014854066193816795,0.3181818181818182
20,14,412,3,3655.888527868073,3600–3800,1,2,0.003904613056070949,0.6339285714285714,0.16666666666666666,0.16,224,32,-0.004497305357928694,0.0018923329401643318,0.16,1.0,0.16,0.7701149425287356,0.0,0.0,0.003801419732317346,-0.002360766950279647,0.0014854066193816795,0.16326530612244897
20,14,412,3,3655.888527868073,3600–3800,2,1,0.0069935925875420635,0.4955357142857143,0.22608695652173913,0.52,224,54,-0.00195572379607567,0.005056538924135046,0.52,1.0,0.52,0.4885057471264368,0.0,0.0,0.003801419732317346,-0.002360766950279647,0.0014854066193816795,0.3151515151515151
20,14,412,3,3655.888527868073,3600–3800,3,0,0.00654442617896619,0.6964285714285714,0.3333333333333333,0.36,224,21,-0.0017573207519190337,0.004478814252632524,0.36,1.0,0.36,0.7931034482758621,0.0,0.0,0.003801419732317346,-0.002360766950279647,0.0014854066193816795,0.34615384615384615
20,15,86,1,3330.0,3200–3400,0,1,0.008224409961825796,0.7970149253731343,0.0,0.0,335,1,0.00779843647938272,0.007941552591621104,0.0,0.0,0.0,0.9368421052631579,0.0,0.0,-0.00020781657759230132,0.001142831832785074,-0.0007839161525524663,
20,15,86,1,3330.0,3200–3400,1,0,0.014096233922739444,0.7402985074626866,0.12244897959183673,0.12,335,24,0.013704156232872355,0.013803027508983212,0.12,1.0,0.12,0.8491228070175438,0.0,0.0,-0.00020781657759230132,0.001142831832785074,-0.0007839161525524663,0.12121212121212122
20,15,86,1,3330.0,3200–3400,2,1,0.004713887454544885,0.7223880597014926,0.0425531914893617,0.04,335,10,0.003923404503775263,0.004479366095151316,0.04,1.0,0.04,0.8421052631578947,0.0,0.0,-0.00020781657759230132,0.001142831832785074,-0.0007839161525524663,0.041237113402061855
20,15,86,1,3330.0,3200–3400,3,2,0.004437655252465455,0.48059701492537316,0.19,0.76,335,15,0.005140121415641463,0.003981866390562638,0.76,1.0,0.76,0.43157894736842106,0.0,0.0,-0.00020781657759230132,0.001142831832785074,-0.0007839161525524663,0.304
20,15,136,1,3330.0,3200–3400,0,1,0.0017425724140265441,0.7164179104477612,0.3333333333333333,0.06741573033707865,335,1,0.0013433096676783718,-0.00011701593397739352,0.06741573033707865,1.0,0.06741573033707865,0.9512195121951219,0.0,0.0,0.011801361782970466,0.017480886184838895,0.007281562390110685,0.11214953271028037
20,15,136,1,3330.0,3200–3400,1,0,0.015907514515446752,0.5671641791044776,0.3055555555555556,0.4943820224719101,335,24,0.01916148588777744,0.011650373041402373,0.4943820224719101,1.0,0.4943820224719101,0.5934959349593496,0.0,0.0,0.011801361782970466,0.017480886184838895,0.007281562390110685,0.3776824034334764
20,15,136,1,3330.0,3200–3400,2,1,0.004489466357174921,0.5880597014925373,0.27927927927927926,0.34831460674157305,335,10,0.0032506366240299123,0.0020647761647032414,0.34831460674157305,1.0,0.34831460674157305,0.6747967479674797,0.0,0.0,0.011801361782970466,0.017480886184838895,0.007281562390110685,0.31
20,15,136,1,3330.0,3200–3400,3,2,0.006377533452921425,0.48955223880597015,0.28421052631578947,0.6067415730337079,335,15,0.004774097149473411,0.0042605829667369255,0.6067415730337079,1.0,0.6067415730337079,0.44715447154471544,0.0,0.0,0.011801361782970466,0.017480886184838895,0.007281562390110685,0.38709677419354843
